"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumKidsBornNeverMar","PctKidsBornNeverMar","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","OwnOccQrange","RentLowQ","RentMedian","RentHighQ","RentQrange","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LemasSwornFT","LemasSwFTPerPop","LemasSwFTFieldOps","LemasSwFTFieldPerPop","LemasTotalReq","LemasTotReqPerPop","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","murders","murdPerPop","rapes","rapesPerPop","robberies","robbbPerPop","assaults","assaultPerPop","burglaries","burglPerPop","larcenies","larcPerPop","autoTheft","autoTheftPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1133",27256,2.28,20.89,78.4,0.33,0.57,11.87,22.25,10.01,19.33,0,0,17196,61.9,0.36,33.74,41.14,12.47,19.07,23665,11918,13514,6143,5195,6393,9371,4630,6305,23.81,14.51,30.99,14.56,7.51,48.48,11.34,26.07,14,23.19,12.9,24.56,16.26,14.81,2.86,58.21,55.02,63.91,61.85,52.83,61.97,1209,4.8,274,6.57,16.06,28.1,42.7,0.07,0.16,0.28,0.43,97.1,0.39,3.29,2.02,2.21,2.32,2.07,57.17,1.81,57.42,2,1195,90.91,54.38,3.18,47.95,1955,10.13,0.56,24500,37800,64800,40300,132,190,269,137,257,25.9,17,12.6,19,0,1.01,68.04,53.3,81.7,89.2,-9.46037370038831,392.548018594114,-21.3785146435828,330.270220031264,19066.1298033825,175584.656436792,432.708459693975,392.549247732914,84.5405015959496,85.4174934509606,14.5369913060465,-0.114960099399737,-0.579152724584106,13.8215106799461,-3.48951065275114,8.57339257281784,87.0544753758291,18.2,1498.2,0.69,114.0475949104,-5470484.64698474,84.9313700294418,"No",0,219226.95018802,4,14.76,25,92.24,57,210.31,364,1343.02,445,1641.88,1493,5508.62,143,527.62,1,3.69,1660.33,7681.81
"1134",12358,2.6,1.5,96.16,1.73,1.32,11.1,26.02,11.95,13.3,12358,100,43593,82.41,0.66,55.37,29.9,3.95,19.82,48350,17593,17736,14705,0,13404,14995,14291,370,3.04,7.74,22.67,16.3,4.62,70.09,25.1,15.89,12.9,24.27,8.17,30.51,11,9.62,3,80.9,78.78,90.43,85.31,76.29,83.36,87,0.91,821,13.64,23.51,28.87,39.22,0.91,1.56,1.92,2.61,90.45,0.96,3.34,2.46,2.57,2.68,2.19,79.64,1.28,36.38,3,171,96.53,76.17,0.58,26.9,1958,0.63,0,128100,145100,168500,40400,426,559,679,253,666,24.2,20.1,12.1,0,6,6.64,63.59,60.32,89.71,92.18,52.7413107494297,213.810760168754,57.8079372842983,181.52948905772,-3483.35581433917,73658.6026093935,402.950150386034,213.812938282893,94.6331142513155,95.4885713298636,-1.49682387757801,3.14955313339111,0.014117053897676,1.58650043840006,6.12337371845636,7.55368117663363,111.751542462813,9.4,1320.8,2.14,32.2939021727996,1837940.39538483,88.7368706428808,"No",0,128639.558459404,0,0,0,0,4,32.33,13,105.08,61,493.09,178,1438.85,32,258.67,3,24.25,137.42,2214.86
"1135",258295,2.59,11.43,78.42,3.61,12.53,12.34,27.06,12.54,9.67,257892,99.84,30590,82.89,0.48,30.47,21.89,5.98,15.73,35300,14737,16121,9252,12140,12465,8436,8879,29084,11.47,6.86,23.7,13.37,6.57,65.99,4.28,15.3,10.66,20.58,17.41,29.56,19.41,18.4,3.1,67.72,63.59,76.93,68.88,64.51,71.22,7862,4.36,26494,18.09,27.53,35.41,47.73,1.86,2.82,3.63,4.9,84.81,3.7,6.67,4.39,2.55,2.72,2.37,53.82,7.86,54.6,2,9935,90.94,50.38,4.57,11.95,1977,5.23,0.34,71500,89200,116000,44500,330,434,548,218,490,27.3,22.2,11.6,336,236,10.26,21.14,33.43,66.68,67.66,1162,161.96,806,112.34,641053,89352.7,551.7,162,90.73,86.57,7.49,3.7,1.12,12.31,31,11,46.5,86.3,2993.5,2.85,378,103881336,69.36,"Part time",2.67,144794.3,91,12.68,435,60.63,3572,497.88,3183,443.66,9783,1363.6,23855,3325.01,7446,1037.86,459,63.98,1014.86,5790.44
"1136",10579,2.77,0.52,98.11,0.97,0.9,11.83,23.43,10.64,9.34,0,0,38868,84.91,1.9,50.22,20.23,5.43,16.54,44004,15493,15574,23821,14118,6925,0,12979,983,9.32,8.66,19.52,28.86,3.76,70.87,16.2,33.78,11.22,31.04,8.93,30.43,10.92,9.95,3.14,80.75,79.84,87.36,84.75,59.58,71.02,145,2.19,335,24.78,24.78,24.78,47.16,0.78,0.78,0.78,1.49,94.78,0.57,3.75,2.77,2.7,2.87,2.14,81.14,1.46,42.85,3,163,95.91,76.21,1.84,36.2,1975,0,0.68,109900,137900,168300,58400,230,420,579,349,477,26.9,21.9,16.2,0,0,3.17,75.23,55.11,71.93,91.41,-36.6564192297126,81.8604790713433,-20.2388872610824,71.4886523662757,-17345.3841086356,23191.6702692001,454.763812675203,81.8620529209052,94.4716970856618,95.0142738576679,-1.55604663485206,3.90392058837304,0.132874121810781,2.39961527689193,0.770527765468016,7.83584139984571,109.444479396211,54.6,193.6,1.24,31.6986587372963,-3779084.38337477,89.3438808159743,"No",0,38656.4488956942,0,0,1,9.16,0,0,40,366.43,69,632.1,109,998.53,9,82.45,1,9.16,375.6,1722.24
"1137",13364,5.28,17.13,36.2,0.58,51.77,13.14,39.97,18.07,4.53,0,0,21558,74.78,1.16,20.9,23.46,23.06,12.41,22358,8270,12106,5715,8542,14241,6298,5898,1965,24.15,18.56,42.24,5.43,12.35,26.3,7.99,19.49,20.51,16.91,6.78,61.96,12.95,8.44,3.68,69.24,63.5,64.77,74.33,52.01,56.18,665,9.3,2136,14.23,23.5,25.51,36.05,2.27,3.76,4.08,5.76,55.84,7.92,14.14,11.53,3.28,3.25,3.32,55.43,18.4,52.4,2,181,93.33,55.94,1.66,47.51,1969,15.82,0.22,46000,58300,74100,28100,190,294,388,198,379,26.1,21.8,12.5,0,0,16.1,56.75,41.71,55.09,91.92,-383.543897933046,-237.021994697486,-344.926000173166,-195.078987087921,-46205.5457306171,-90380.0243727571,642.706479907499,-237.019362723231,86.3467544347464,70.233407356476,7.09989694122417,21.2793660134438,0.870291521969079,29.0414073833606,-25.3985436280609,7.89647158509378,141.599074334763,5.9,2277.4,0.38,12.2875142874861,-24191053.0572488,89.5262820062399,"Part time",0,-171870.441489602,2,14.43,4,28.86,12,86.57,88,634.83,109,786.32,178,1284.09,34,245.27,11,79.35,764.68,2395.04
"1138",12805,2.53,1.07,92.13,5.3,7.3,11.64,27.15,12.11,13.45,12805,100,43365,83.54,0.45,55.41,27.84,4.94,17.24,50622,19197,19387,20251,14046,17467,12859,17276,428,3.34,7.1,21.14,22.81,5.37,67.87,21.31,21.63,14.26,27.32,6.89,33.96,9.46,8.23,3.1,82.35,80.46,95.56,81.89,52.96,66.5,84,1.02,1826,11.34,21.52,30.94,39.81,1.62,3.07,4.41,5.68,78.45,2.82,4.58,3.14,2.53,2.87,2.04,66.93,2.92,47.31,3,161,96.92,58.97,1.86,32.92,1947,0.47,0.78,136200,160100,181600,45400,558,621,690,132,651,24.4,23.3,15.6,0,0,14.26,68.67,59.82,82.97,92.69,77.1581428152137,268.525488466766,73.366299743817,228.150170890041,24989.7398801623,103212.220928902,426.633053179249,268.528709774218,92.4738986674694,90.4517305297012,-0.28829288635396,6.00113152841746,0.512203555247325,6.078499530692,6.57275683118322,7.56473293199872,127.73114055349,1.3,10108.1,6.71,38.9501613577691,5305083.14649533,88.5667428690084,"No",0,177822.94905705,0,0,2,15.42,9,69.37,8,61.67,79,608.96,179,1379.79,65,501.04,0,0,146.46,2489.79
"1139",12996,2.9,2.7,93.65,3.09,1.46,11.06,24.36,11.87,11.73,12312,94.74,57561,83.88,1.67,68.04,23.22,3.59,17.95,64537,24590,25094,20095,13906,16605,8414,17625,204,1.72,1.81,7.1,42.82,2.78,68.39,20.79,34.91,4.75,43.01,6.86,32.98,8.6,7.68,3.13,85.8,85.79,93.49,81.47,68.04,74.15,35,0.41,1067,8.34,10.68,23.52,29.71,0.68,0.88,1.93,2.44,92.54,0.48,3.7,2.75,2.66,2.88,2.1,77.4,0.63,27.16,3,123,97.33,71.33,0.81,39.02,1961,0.16,0.78,189800,228200,277600,87800,524,712,954,430,817,26.3,17.9,12.6,0,0,8.21,58.58,63.57,80.41,85.63,128.620454840284,253.222341048939,128.362465443037,215.701381005256,20545.8625637174,89663.7256120894,400.694854274085,253.225163010913,96.3091193018344,98.5616360082722,-5.5551251826242,2.36732732982068,0.52198439839061,-2.79295528026727,12.1784069886684,7.52838715391152,123.066973676134,14.2,912.9,2.18,28.716878459232,8908298.83531998,89.5434445228851,"No",0,172045.605134459,0,0,0,0,1,7.42,18,133.61,37,274.64,96,712.59,7,51.96,0,0,141.03,1039.19
"1140",106612,2.59,52.19,47.15,0.42,0.62,15.33,28.24,14.46,13.24,106640,100,21038,70.67,0.51,27.02,31.3,15.47,17.48,26256,11502,16387,7122,12652,9684,4973,11608,25178,24.38,15.65,36.08,15.32,8.38,54.52,14.05,25.25,16.66,21.95,13.84,34.09,17.81,16.07,3.13,51.01,44.24,52.82,51.94,62.9,69.49,9297,10.44,893,28.89,38.63,42.33,47.14,0.24,0.32,0.35,0.39,96.97,0.38,6.16,4.11,2.5,2.55,2.46,50.66,4.67,52.08,2,4324,90.5,49.67,12.65,42.99,1960,9.45,0.65,35700,49300,71000,35300,139,238,329,190,336,27.5,18.8,12.9,138,50,0.84,81.46,51.22,84.56,92.82,260,233.29,228,204.58,99181,88991.5,381.5,233.3,77.38,68.85,29.62,1.54,0,31.15,18,8,42.3,49.6,2149.4,2.76,231,10442251,87.69,"Yes",6.92,93694.5,20,17.95,102,91.52,384,344.55,408,366.08,1811,1624.94,7533,6759.08,838,751.91,45,40.38,820.1,9176.31
"1141",10428,2.77,0.68,98.52,0.4,1.33,11.6,23.91,10.73,7.73,0,0,48000,89.45,0.76,52.78,16.85,2.83,11.52,53480,19123,19193,15596,4411,16917,12085,11430,94,0.93,5.23,16.4,27.78,4.18,76.01,22.48,25.67,9.98,34.44,8.32,26.86,10.38,9.34,3.09,85.22,82.81,88.59,87.29,69.74,79.83,29,0.44,262,9.16,9.16,13.36,13.36,0.23,0.23,0.34,0.34,95.75,0.32,3.22,2.47,2.7,2.84,2.16,83.43,0.93,36.93,3,435,89.66,79.26,0.46,57.93,1962,1.11,0.4,135900,164700,198400,62500,384,529,673,289,631,22.8,24,12.6,0,0,2.51,69.25,59.85,77.8,92.21,78.5943033279072,152.597706875244,86.5707477043065,130.110934102355,-5775.49459680626,41140.3521566647,393.573721013119,152.599722619065,96.9158035340913,98.1459391390033,-4.36059695590872,3.34758564557825,-0.0621523567471291,-1.14504456202062,8.72883266472126,7.36597824839903,111.181606382365,36.9,282.8,1.36,20.3600969216139,3378060.55638425,89.4424899078134,"No",0,87761.7433823212,0,0,0,0,0,0,6,55.83,53,493.21,102,949.19,7,65.14,0,0,55.83,1507.54
"1142",28887,2.57,5.2,90.94,2.31,1.27,12.37,26.52,12.34,11.29,28887,100,34168,79.8,0.52,50.37,26.31,6.98,17.98,38818,14645,15467,5781,6060,6750,10217,8852,2031,7.07,4.15,16.18,14.1,5.37,67.34,21.93,19.28,15.66,22.11,8.41,29.92,11.8,10.19,2.99,69.08,68.12,75.23,69.82,66.25,74.11,924,4.18,705,17.16,24.11,30.21,49.08,0.42,0.59,0.74,1.2,94.7,1.1,3.5,2.57,2.56,2.74,2.16,74.3,2.26,45.53,3,487,95.84,69.54,0.21,26.08,1961,0.73,0.03,68300,79400,91000,22700,384,475,556,172,509,28.9,19.5,11.1,0,0,2.44,74.41,59.38,84.7,93.01,28.4316638484537,199.037058053415,28.1757941943254,169.458108705261,20289.4185981643,81760.295355128,453.067259201362,199.03864330427,90.836273520236,91.607998141118,3.90090586146578,2.40906470019305,0.00942191386530933,6.24661973105767,2.48479865361288,8.16833990906055,103.860408615607,8.2,3509.3,6.4,71.238636957988,-319208.958857715,87.8645012606406,"No",0,110691.279297269,0,0,21.1207387476376,37.1233174529592,48,172.56,56,201.32,284,1020.96,1851,6654.2,208,747.74,16,57.52,519.208210166547,8480.43
"1143",22906,2.84,38.27,60.06,0.92,1.45,16.24,31.45,15.07,10.56,0,0,18858,73.98,1.62,26.79,27.79,14.67,11.52,22074,8925,11677,4629,6983,11207,6329,4884,5617,25.55,17.16,33.68,13.67,8.69,58.42,25.62,23.59,22.14,20.13,10.66,29.54,12.94,11.87,3.27,66.43,60.16,69.5,68.52,56.56,65.75,1933,9.97,253,26.48,28.85,49.8,60.08,0.29,0.32,0.55,0.66,96.96,0.46,6.89,5.09,2.73,2.64,2.82,46.34,5.29,49.33,3,827,90.71,47.98,9.67,56.59,1963,11.28,0.81,30300,45200,65100,34800,149,222,302,153,348,27.7,20.4,16.9,26,0,1.1,52.64,41.83,71.16,74.08,-150.221686767967,137.581156200544,-149.964726610287,118.628165865797,33207.5134018102,85607.4636324541,578.21392299489,137.582354639758,81.8826206753505,77.7290019907547,15.5224131988487,6.02786649231288,0.265675944851074,21.7109523179167,-13.2486229011979,9.13039991343262,102.649299228503,12,1910.7,0.45,121.015308466413,-11977661.9920668,86.2391868065935,"Part time",0,59687.1876712627,6,34.18,18,102.54,91,518.4,270,1538.11,774,4409.25,1371,7810.19,148,843.11,42,239.26,2193.23,13301.81
"1144",14729,3.15,0.26,57.67,0.39,70.31,18.53,29.76,15.23,11.03,0,0,17103,74.9,2.63,24.84,30.77,15.4,12.78,19671,8156,9703,212120,0,4431,4726,5966,4844,33.49,34.76,48.56,12.46,13.57,49.31,7.55,26.5,14.91,22.13,8.42,26.85,12.24,10.47,3.61,74.62,67.31,83.27,76.79,54.64,57.08,204,1.5,1858,9.96,14.96,21.15,29.71,1.26,1.89,2.67,3.75,32.12,12.98,12.8,10,3.11,3.07,3.18,64.1,13.77,50.36,2,578,88.99,64.9,7.96,59.17,1964,18.52,4.08,24400,37700,56200,31800,140,209,287,147,263,25.8,19.3,12.6,8,0,12.61,76.11,59.93,83.37,94.71,-190.379145315727,-16.1063550122757,-170.769835077712,-12.1509717981351,-36615.152806214,-19356.2468450517,502.143579792813,-16.1027208158107,88.8618263903444,72.7510488402657,5.65751110850809,20.6492411936908,0.190897372721076,26.3290312448694,-13.2518497855837,6.89817012958116,141.517750711393,5.7,2578.6,0.31,-5.95037447721793,-13459351.674833,88.5276764570848,"No",0,-29005.672416099,0,0,1,6.29,6,37.72,47,295.49,116,729.28,245,1540.3,14,88.02,4,25.15,339.49,2382.75
"1145",30085,2.76,2.21,74.29,3.63,37.22,12.15,27.34,12.45,12.91,30085,100,30908,71.71,1.02,31.99,29.38,8.31,15.27,34579,13331,15152,8912,16419,11567,6888,6974,4046,13.56,14.2,30.39,12.98,6.24,61.74,5.3,15.86,10.05,18.78,11.2,32.12,15.2,13.18,3.32,74.13,67.86,77.45,72.4,58.92,63.07,1109,4.96,7483,14.01,27.38,36.92,49.77,3.48,6.81,9.18,12.38,63.41,10.39,11.94,7.89,2.75,2.6,3,58.37,13.47,58.81,2,4311,71.69,61.78,0.6,14.03,1981,3.15,0.4,86000,113200,143400,57400,398,566,659,261,649,30.7,27.7,12.1,0,2,24.87,37.62,34.82,65.96,84.11,-147.617317154646,152.256857303571,-143.452703214588,132.64511900735,32595.8031208085,86106.7833828205,587.592003377811,152.26027415759,84.407591836903,76.3251072384197,8.02017156650081,11.7092740918618,1.37640010183712,20.8662009151328,-10.8466677391479,8.51289380429148,141.543361598506,19.6,1535.3,2.92,70.5212651855469,-6939021.82562091,88.0504592758599,"Part time",0,106555.360041695,8,22.92,19,54.43,61,174.75,342,979.72,754,2159.96,891,2552.42,251,719.03,5,14.32,1231.81,5445.74
"1146",11668,3.67,0.2,97.86,0.97,1.82,20.5,28.87,12.98,6.09,11668,100,41178,85.54,1.94,49.89,18.33,1.21,16.68,42294,11895,11895,27533,7955,12428,10301,8322,338,2.9,1.1,6.32,31.19,4.34,68.29,19.84,24.06,8.99,36.64,3.81,25.71,6.48,5.17,3.93,88.86,89.03,96.69,90.67,54.19,64.95,24,0.24,182,17.58,22.53,34.62,42.31,0.27,0.35,0.54,0.66,95.64,0.1,19.97,17.98,3.67,3.73,3.16,90.38,3.55,15.97,3,57,98.24,88.84,5.26,40.35,1973,0,0.19,65500,79300,96200,30700,271,335,439,168,422,21.5,20.7,11.5,0,0,1.56,74.51,60.99,82.89,89.79,-61.1295274607211,-253.780862033018,-28.8006138605706,-210.32191711534,-32459.634468193,-138393.068643166,484.742288231659,-253.778759671271,99.3062632984914,91.5051774579576,-8.41187635326771,14.7383870729644,0.179124387095813,6.38936749636597,0.508544032223529,6.82830185593051,129.331224725881,6.4,1822,1.46,-30.6186146465303,-4735427.170676,91.9238315467579,"No",0,-181671.254669624,0,0,2,14.95,0,0,4,29.91,21,157.01,240,1794.39,7,52.34,1,7.48,44.86,2011.21
"1147",44129,2.22,20.53,76.27,1.84,3.21,12.28,35.99,17.68,9.2,44129,100,27371,82.89,0.71,33.01,18.82,4.61,11.15,33434,15808,17768,9437,13462,9070,8856,8294,6079,14.16,7.22,18.66,28.25,5.33,67.57,11.5,18.95,8.87,28.54,13.6,38.5,18.69,16.26,2.87,64.89,60.96,76.31,58.78,63.36,69.87,1152,4.22,2254,21.25,37.05,51.91,68.28,1.09,1.89,2.65,3.49,91.89,1.51,3.74,2.02,2.17,2.36,2.07,36.49,2.89,68.63,2,3292,85.78,33.44,1.61,17.59,1977,5.74,0.31,64200,87500,133900,69700,378,455,529,151,539,27.1,20.5,12.3,68,9,5.11,44.34,31.38,55.19,68.24,332,646.8,302,588.35,204000,397428.41,614.5,646.8,80.47,95.5,3.3,0.6,0.3,4.2,44,12,109,21.1,2090.2,1.19,187,17934656,90.96,"No",13.25,349399.09,0,0,62,120.79,158,307.81,214,416.91,809,1576.08,3838,7477.11,479,933.18,20,38.96,845.51,10025.33
"1148",20820,2.48,1.05,97.91,0.61,1.16,11.08,21.51,9.93,20.18,0,0,26668,69.84,0.43,42.12,41.54,6.22,25.58,31438,12671,12735,9137,7029,11824,12729,10958,1818,8.82,10.14,34.58,9.23,7.71,53.15,6.92,22.57,13.28,18.62,7.96,22.42,9.64,8.85,2.94,76.26,73.96,83.14,73.79,57.27,70.31,399,2.28,372,2.42,9.14,9.14,11.56,0.04,0.16,0.16,0.21,94.36,0.58,4.19,2.98,2.46,2.43,2.6,81.09,2,46.98,3,4337,65.96,82.13,0.32,61.56,1966,2.3,0,64900,84100,108700,43800,376,465,542,166,570,32.4,23.3,16.7,0,0,1.79,43.12,57.44,79.09,85.69,79.5850294289398,376.724818806384,72.472134245059,316.413167573426,-2200.18201617993,143057.407311703,352.734734082779,376.727002652477,91.3459110885806,91.6452732238823,5.05491680246953,2.03583967720435,-0.610176495965972,6.44769575655785,5.36668792526361,7.48788983911496,100.683903731987,29.2,712.1,1.62,53.1271150352171,1126832.57537771,86.6179266970799,"No",0,221031.531432678,0,0,19,89.15,9,42.23,24,112.61,189,886.78,486,2280.3,36,168.91,8,37.54,243.98,3373.53
"1149",16189,2.41,23.06,70.73,2.51,13.65,9.1,28.07,12.04,12.82,16189,100,42748,82.46,0.66,51.96,25.8,4.42,12.49,49718,22036,25204,13370,18017,28552,10588,10887,1116,7.27,8.68,21.61,32.43,5.03,67.6,14.89,26.99,8.67,33.98,11.17,43.72,14.65,13.02,3.01,63.87,58.69,80.47,69.8,63.48,71.72,648,6.08,3166,26.85,46.3,51.74,60.99,5.25,9.06,10.12,11.93,77.58,6.4,7.62,4.25,2.28,2.61,2.08,43.15,5.27,62.26,2,349,95.06,37.6,2.87,30.95,1951,2.1,0,168900,205800,248800,79900,444,595,754,310,640,24,22.5,14.3,62,1,19.56,49.73,46.68,71.81,82.64,-103.708595763115,285.506861483145,-103.541577155656,245.53071720098,42374.207392083,149591.179118163,573.612298234664,285.509874396583,85.017279022394,84.2393671368188,6.35428541699506,3.98291031972189,1.64198088095036,11.7462316168553,-6.57409790066754,9.07918103102234,133.389142317689,3,5316.9,5.88,92.945365499857,-3159693.31143339,87.9307946974555,"Part time",0,203802.608807907,0,0,3,18.19,48,291.07,80,485.11,166,1006.61,710,4305.38,50,303.2,0,0,794.37,5615.18
"1150",21923,2.42,7.72,91.25,0.67,0.46,12.9,23.66,11.37,16.46,0,0,22458,64.12,0.62,40.8,34.39,12.22,21.42,29499,12529,12444,11381,15856,25201,38057,11488,4250,19.84,10.68,30.4,13.88,10.65,50.03,23.76,26.17,18.74,24.66,12.03,24.93,15.81,14.14,2.95,66.7,65.23,68.57,74.26,55.65,63.75,494,2.55,292,19.18,19.18,29.11,33.56,0.26,0.26,0.39,0.45,96.74,0.64,3.35,2.25,2.37,2.44,2.26,61.54,1.47,50.39,2,723,92.6,59.71,1.8,52.28,1946,8.57,0.3,35100,49600,70200,35100,163,230,293,130,321,27.3,18.2,13.1,0,0,1.33,83.26,56.37,87.21,94.14,-3.808591224179,338.109929405938,-8.6293429458567,284.377286875451,-567.295640881413,140719.762679949,407.691249247356,338.111431144031,87.8435297177572,88.0053346589999,9.9986954467882,1.50931721718996,-0.605341493606564,10.8785184799289,-1.48067220236084,8.08235881316788,92.7756694327597,8.2,2685.2,0.88,81.0733549328129,-4812919.56328375,85.9223602518481,"No",0,187151.948510713,0,0,10,44.65,33,147.35,50,223.26,258,1152.04,1228,5483.37,84,375.08,32,142.89,415.27,7153.38
"1151",19859,2.64,2.34,96.52,0.76,0.58,24.44,35.14,24.54,14.11,0,0,18829,70.89,1.84,36.36,32.88,8.23,15.35,26723,10162,10273,6771,14183,5351,4529,5253,3575,20.72,11.4,28.08,13.26,8.73,50.83,9.42,32.09,15.82,22.73,8.52,42.8,13.64,11.17,2.95,70.15,68.65,82.72,65.96,70.8,73.66,215,1.42,194,52.58,56.19,58.76,58.76,0.51,0.55,0.57,0.57,96.56,0.3,3.48,2.21,2.3,2.46,2.06,63.75,1.64,57.47,2,828,90.08,59.64,2.66,28.5,1952,11.37,0.59,30300,41500,59300,29000,165,234,296,131,307,29.5,17.7,13.3,16,0,0.98,78.37,48.98,74.33,92.87,-335.501183763262,-69.4395018556749,-297.309365707629,-54.2842718571372,-56651.560541859,-8968.00335905519,591.848636933492,-69.4400739792075,87.890496555589,90.1462367213538,7.79230202689261,1.0762249490243,0.151593206467357,8.97509496895877,-20.0537436391713,9.3144145084317,86.2525518222513,6.6,2992.6,0.51,78.5656224332982,-24372029.7189897,88.3444406765754,"Yes",0,-81514.337097198,0,0,9,45.08,3,15.03,16,80.14,529,2649.77,769,3851.93,45,225.41,8,40.07,140.25,6767.18
"1152",10970,2.7,1.82,85.35,0.39,57.99,15.53,24.59,11.83,17.71,0,0,15570,60.09,1.17,28.09,39.08,15.41,19.6,16994,7801,8444,4892,2944,6498,4304,4909,3675,33.89,25.54,44.6,11.27,17.4,38.87,7.04,19.5,13.04,19.3,10.76,24.77,13.23,12.1,3.28,65.63,60.54,54.79,74.44,47.49,53.38,506,4.45,1740,10.23,20.52,37.18,40.34,1.62,3.25,5.9,6.4,49.72,11.7,9.56,6.77,2.67,2.68,2.64,64.79,9.75,57.52,2,426,90.51,64.39,6.1,37.32,1971,17.38,1.34,34200,46700,62800,28600,144,205,270,126,251,26.2,24.2,12.1,0,0,15.86,44.67,55.25,78.85,84.42,-248.475268052597,136.032127687972,-232.235965026017,115.728761085546,-40109.0467580379,63078.7036407495,513.558165554684,136.034793058952,84.6665267875865,74.0769653074884,11.9443772665725,13.3765649414254,0.0754531458126371,25.2675254916939,-18.103651835812,7.82986457111715,121.901669302438,6,1833.2,0.24,41.4636707360688,-18242427.5575337,86.7567647389582,"No",0,63322.8333339286,0,0,2,14.64,6,43.93,66,483.27,233,1706.08,509,3727.03,45,329.5,4,29.29,541.85,5791.9
"1153",10940,3.17,4.42,93.96,1.01,1.51,14.49,26.63,11.48,6.48,9346,85.43,43673,88.78,0.76,43.47,17.42,2.94,11.28,46902,14605,14865,10879,12874,9679,0,6898,299,2.78,7.1,20.26,15.33,3.36,71.78,13.26,21.82,13.82,24,7.91,27.1,8.83,8.37,3.45,87.14,84.34,94.63,89.64,47.5,67.18,145,2.19,241,17.01,17.01,23.24,23.24,0.37,0.37,0.51,0.51,94.9,0.64,6.05,5.04,3.12,3.18,2.7,89.02,1.45,19.61,3,113,96.83,87.31,6.19,38.05,1975,0.55,0.08,86400,109400,135700,49300,361,485,686,325,660,29.5,23.4,15.7,0,0,2.2,61.06,62.35,81.36,92.7,43.9099321641502,40.5491011985098,54.341765514426,36.2883198891477,703.579156018721,-5383.73679458996,434.696700859828,40.5515201705079,96.0458521620942,92.3702669086393,-3.76785571751826,8.79726974941785,0.114773507878792,5.03871876257819,5.62622893190941,7.19978369522583,122.068451478227,37.5,291.8,5.24,11.4778788875043,1740951.50486051,89.8908282226743,"No",0,14922.9386770266,0,0,2,17.55,1,8.77,12,105.27,95,833.41,192,1684.36,26,228.09,12,105.27,131.59,2851.13
